Gene	NPat	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
EXTL3	13	No	N/A	No	0.2174355	1	1	1	0.134	1	1	1	1	1	1	1	1	1	1	0
EPG5	24	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MRPL45	5	No	N/A	No	0.9979432	0.877181698427145	1	1	0.599	1	1	1	1	1	1	1	1	1	1	0
PDZD8	13	No	N/A	No	0.4663655	1	0.22129056329	1	0.873	1	1	1	1	1	1	1	1	1	1	0
OR8H3	23	No	N/A	No	1	1	1	1	0.459	1	1	1	1	1	0.534728	1	1	1	1	0
FKBPL	6	No	N/A	No	0.2700543	1	1	1	0.795	1	1	1	1	1	1	1	0.171781800295663	1	1	0
CNTD1	8	No	N/A	No	1	1	1	1	0.0582	1	1	1	1	1	1	1	1	1	1	0
ITIH3	8	No	N/A	No	1	1	1	1	0.767	1	1	1	1	1	1	1	1	1	1	0
AKR7A3	5	No	N/A	No	0.7943961	1	1	1	0.678	1	1	1	1	1	0.846898	1	1	1	1	0
TRIB1	7	No	N/A	No	0.1098178	0.785474362746867	1	1	0.248	1	1	1	1	1	1	1	1	1	1	0
SLC9A1	6	No	N/A	No	1	1	1	1	0.663	1	1	1	1	1	1	1	1	1	1	0
CHST5	8	No	N/A	No	0.4115797	1	1	1	0.66	1	1	1	1	1	1	1	1	1	1	0
GPKOW	8	No	N/A	No	0.0105189	0.101229833704816	1	1	0.00775	1	1	1	1	1	1	1	1	1	1	2
PAFAH1B3	6	No	N/A	No	0.5712027	0.816675518263759	1	1	0.416	1	1	1	1	1	1	1	1	1	1	0
SLCO4A1	9	No	N/A	No	0.4936862	1	0.137798603258	1	0.579	1	1	1	1	1	1	1	1	1	1	0
PSME3	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ATP5F1	6	No	N/A	No	0.6126968	0.541328026938024	1	1	0.584	1	1	1	1	1	1	1	1	1	1	0
RPGRIP1	18	No	N/A	No	0.3719874	1	1	1	0.938	1	1	1	1	1	1	1	1	1	1	0
COL6A5	15	No	N/A	No	0.03079141	1	1	1.104548e-06	0.675	0.0170885003484194	1	1	1	1	0.813571	1	1	1	1	3
STARD8	17	No	N/A	No	0.07143992	1	1	1	0.907	1	1	1	1	1	1	1	1	1	1	0
NBEAL1	10	No	N/A	No	1	0.292536155323659	1	1	0.34	1	1	1	1	1	1	1	1	1	1	0
SLC39A1	6	No	N/A	No	1	1	1	1	0.28	1	1	1	1	1	1	1	1	1	1	0
GAB4	19	No	N/A	No	1	1	1	1	0.225	1	1	1	1	1	1	1	1	1	1	0
CACTIN	8	No	N/A	No	1	0.727944800660292	1	1	1	0.730537384821329	1	1	1	1	1	1	1	1	1	0
CARD14	13	No	N/A	No	0.1550875	1	1	1	0.243	1	1	1	1	1	1	1	0.206290753467783	1	1	0
RDH10	5	No	N/A	No	1	1	1	1	0.0988	1	1	1	1	1	1	1	1	1	1	0
COQ7	5	No	N/A	No	0.0009974915	0.413164050629734	1	1	0.486	1	1	1	1	1	1	1	1	1	1	1
AC007204.1	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SI	118	No	N/A	No	0.0005355811	1	1	1	0.527	1	1	1	1	1	0.851184	1	1	1	1	1
RIOK2	7	No	N/A	No	1	0.940200336138207	1	1	0.602	1	1	1	1	1	1	1	1	1	1	0
ARPC4-TTLL3	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
POFUT2	6	No	N/A	No	0.8556835	0.383316976594666	1	1	0.369	1	1	1	1	1	1	1	1	1	1	0
SLC12A9	18	No	N/A	No	0.5471139	1	1	1	0.375	1	1	1	1	1	1	1	1	1	1	0
TBCE	9	No	N/A	No	1	1	1	1	0.555	1	1	1	1	1	1	1	1	1	1	0
PILRA	6	No	N/A	No	0.555759	1	1	1	0.392	1	1	1	1	1	1	1	1	1	1	0
SCNN1B	6	No	N/A	No	1	1	1	1	0.126	1	1	1	1	1	0.939141	1	1	1	1	0
C18orf8	6	No	N/A	No	1	1	1	1	0.39	1	1	1	1	1	1	1	1	1	1	0
ALX4	8	No	N/A	No	0.4545491	1	1	1	0.42	1	1	1	1	1	1	1	1	1	1	0
SDK2	33	No	N/A	No	0.6417184	1	1	1	0.352	1	1	1	1	1	1	1	1	1	1	0
C3orf45	11	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KCNIP3	6	No	N/A	No	0.7022597	1	1	1	0.365	1	1	1	1	1	1	1	1	1	1	0
CASC1	7	No	N/A	No	1	1	1	1	0.456	1	1	1	1	1	1	1	1	1	1	0
EFTUD2	8	No	N/A	No	1	0.185198624338852	1	1	0.612	1	1	1	1	1	0.953733	1	0.0165981096625218	1	1	1
MFF	6	No	N/A	No	1	0.963543037067424	1	1	0.561	1	1	1	1	1	1	1	1	1	1	0
CD300LD	8	No	N/A	No	1	1	1	1	0.344	1	1	1	1	1	1	1	1	1	1	0
STK17B	6	No	N/A	No	1	1	1	1	0.56	1	1	1	1	1	1	1	1	1	1	0
C1S	5	No	N/A	No	1	0.302894566082795	1	1	0.0985	1	1	1	1	1	1	1	1	1	1	0
EME2	9	No	N/A	No	1	1	1	1	0.433	1	1	1	1	1	1	1	1	1	1	0
MTA1	6	No	N/A	No	0.9291889	1	1	1	0.407	1	1	1	1	1	1	1	1	1	1	0
TEX33	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FREM1	28	No	N/A	No	1	1	1	1	0.884	1	1	1	1	1	1	1	1	1	1	0
DYNC1H1	33	No	N/A	No	0.9543533	1	0.424632160316	1	0.077	1	1	1	1	1	0.853347	1	1.49656321702126e-06	1	1	1
NLRP11	23	No	N/A	No	0.05466626	1	1	3.497027e-05	0.612	1	1	1	1	1	0.953733	0.008837	1	1	1	2
ARID2	31	No	TSG	Other somatic drivers in other tissues	0.0004377991	0.0654373080021165	0.388776546124	1	0.0162	1	1	1	1	1	1	1	1	1	1	2
DIRC1	5	No	N/A	No	0.03184729	1	1	1	0.767	1	1	1	1	1	1	1	1	1	1	1
MED12	48	No	Unk	Missense somatic drivers in other tissues	0.0002248157	0.0716212968935535	0.372604809374	1	0.161	1	1	1	1	1	1	1	1	1	1	1
DENND4B	12	No	N/A	No	1	1	0.204009720262	1	0.648	1	1	1	1	1	1	1	1	1	1	0
ZFP2	6	No	N/A	No	1	1	1	1	0.44	1	1	1	1	1	1	1	1	1	1	0
RPS6KA1	5	No	N/A	No	1	1	1	1	0.0359	1	1	1	1	1	1	1	1	1	1	1
PTBP2	9	No	N/A	No	0.9697525	1	1	1	0.665	1	1	1	1	1	1	1	1	1	1	0
SLC35F4	11	No	N/A	No	0.03540065	1	1	1	0.289	1	1	1	1	1	1	1	1	1	1	1
DPY19L4	9	No	N/A	No	0.3940303	0.438758469936434	1	1	0.0361	1	1	1	1	1	1	1	1	1	1	1
SLC2A5	5	No	N/A	No	0.9427791	0.304236483677051	1	1	0.0284	1	1	1	1	1	1	1	1	1	1	1
RAVER2	8	No	N/A	No	1	1	1	1	0.0485	1	1	1	1	1	1	1	1	1	1	1
F11	13	No	N/A	No	0.6330997	1	1	1	0.309	1	1	1	1	1	0.963323	1	1	1	1	0
TMEM255B	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KIAA1755	32	No	N/A	No	5.051355e-05	1	1	1	0.604	1	1	1	1	1	1	1	1	1	1	1
LAMA5	34	No	N/A	No	1	1	1	1	0.789	1	1	1	1	1	1	1	1	1	1	0
NAT10	9	No	N/A	No	0.365707	1	1	1	0.709	1	1	1	1	1	1	1	1	1	1	0
GNAO1	11	No	N/A	No	1	1	1	1	0.238	1	1	1	1	1	0.92874	1	1	1	1	0
EMR2	13	No	N/A	No	0.5134622	1	1	1	0.757	1	1	1	1	1	1	1	1	1	1	0
KCNV2	11	No	N/A	No	0.2739821	1	1	1	0.329	1	1	1	1	1	0.794318	1	1	1	1	0
XIRP1	23	No	N/A	No	1	1	1	1	0.249	1	1	1	1	1	1	1	1	1	1	0
RUNDC3B	7	No	N/A	No	1	1	1	1	0.882	1	1	1	1	1	1	1	1	1	1	0
GYS1	6	No	N/A	No	1	1	1	1	0.533	1	1	1	1	1	1	1	0.193858530754558	1	1	0
FAM105A	7	No	N/A	No	1	1	1	1	0.573	1	1	1	1	1	1	1	1	1	1	0
CTNNA2	94	No	N/A	No	0.7932032	1	1	1	0.654	1	1	1	1	1	0.831255	1	0.164093929075418	1	1	0
RB1	34	Yes	TSG	Missense somatic drivers in matching tissue	2.532835e-12	0	0.126454684671	1	0.916	1	1	1	1	1	1	1	0.025214030650668	1	1	3
SAMHD1	10	No	N/A	No	0.0668541	1	1	1	0.212	1	1	1	1	1	0.953733	1	0.183103204273795	1	1	0
DCP1B	10	No	N/A	No	1	1	5.91692623981e-10	1.320287e-19	0.185	0.000827351266623624	1	1	1	1	1	0.0002057	1	1	0.000184788	5
TRIM28	6	No	N/A	No	0.3784256	1	1	1	0.313	1	1	1	1	1	1	1	1	1	1	0
UBR2	17	No	N/A	No	0.1425438	0.448339638093416	1	1	0.375	1	1	1	1	1	1	1	1	1	1	0
ZNF774	7	No	N/A	No	0.0383555	1	1	1	0.503	1	1	1	1	1	1	1	0.0233828250231427	1	1	2
CDH20	26	No	N/A	No	0.9507493	1	1	1	0.622	1	1	1	1	1	0.953733	1	1	1	1	0
ITM2A	10	No	N/A	No	0.1058439	0.605967480990617	0.170584080939	1	0.846	1	1	1	1	1	1	1	1	1	1	0
CRAMP1L	6	No	N/A	No	1	1	1	1	0.136	1	1	1	1	1	1	1	1	1	1	0
MAOA	5	No	N/A	No	1	1	1	1	0.989	1	1	1	1	1	1	1	1	1	1	0
TUBG2	6	No	N/A	No	1	1	1	1	0.0392	1	1	1	1	1	1	1	1	1	1	1
PRCP	6	No	N/A	No	0.9233917	1	1	1	0.161	1	1	1	1	1	0.946836	1	0.0978881544156861	1	1	0
CYP2E1	7	No	N/A	No	1	1	1	1	0.762	1	1	1	1	1	0.959143	1	0.179101636928001	1	1	0
EVC2	26	No	N/A	No	0.07411743	1	1	1	0.381	1	1	1	1	1	1	1	1	1	1	0
MFSD8	7	No	N/A	No	0.5769504	1	0.0634165244918	1	0.115	1	1	1	1	1	1	1	1	1	1	0
C15orf41	6	No	N/A	No	1	0.702645111035542	1	1	0.00508	1	1	1	1	1	1	1	1	1	1	1
CHRNG	8	No	N/A	No	0.4503658	1	1	1	0.319	1	1	1	1	1	0.92874	1	1	1	1	0
SORCS2	19	No	N/A	No	1	1	1	1	0.222	1	1	1	1	1	1	1	1	1	1	0
KIAA1024	13	No	N/A	No	1	1	1	1	0.746	1	1	1	1	1	1	1	1	1	1	0
FAM104A	5	No	N/A	No	1	1	1	1	0.511	1	1	1	1	1	1	1	1	1	1	0
PTAFR	6	No	N/A	No	0.5402038	0.983862409058047	1	1	0.255	1	1	1	1	1	1	1	1	1	1	0
BCHE	35	No	N/A	No	0.1097682	1	1	1	0.707	1	1	1	1	1	0.8686	1	1	1	1	0
MACROD2	22	No	N/A	No	1	1	1	1	0.84	1	1	1	1	1	1	1	1	1	1	0
PTGES3L-AARSD1	5	No	N/A	No	1	0.216392580320498	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EGFLAM	31	No	N/A	No	1	0.625725917724838	0.352472901703	1	0.0691	1	1	1	1	1	0.841329	1	1	1	1	0
ARHGAP31	17	No	N/A	No	1	0.959694325520717	1	1	0.0531	1	1	1	1	1	1	1	1	1	1	0
OR6C74	9	No	N/A	No	0.08333429	1	1	1	0.973	1	1	1	1	1	0.928678	1	1	1	1	0
CEP128	25	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF500	6	No	N/A	No	0.9174593	1	1	1	0.839	1	1	1	1	1	1	1	1	1	1	0
BIRC6	52	No	N/A	No	0.3188562	0.448792901849406	1	1	0.164	1	1	1	1	1	1	1	1	1	1	0
FMNL1	11	No	N/A	No	1	1	1	1	0.0622	1	1	1	1	1	0.929167	1	1	1	1	0
SLC9A4	30	No	N/A	No	0.0003441992	1	1	1	0.417	1	1	1	1	1	1	1	1	1	1	1
KLK11	10	No	N/A	No	0.5396575	1	1	1	0.626	1	1	1	1	1	1	1	1	1	1	0
FAM160A2	19	No	N/A	No	1	1	1	1	0.999	1	1	1	1	1	1	1	1	1	1	0
TRIM37	13	No	N/A	No	1	1	1	1	0.788	1	1	1	1	1	1	1	1	1	1	0
ZNF559-ZNF177	16	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GATAD2A	6	No	N/A	No	1	1	1	1	0.361	1	1	1	1	1	1	1	0.0159837172939242	1	1	1
OR14C36	28	No	N/A	No	0.00650313	1	1	1	0.76	1	1	1	1	1	0.851184	1	1	1	1	1
FCGR3A	9	No	N/A	No	1	0.420532022420127	0.100384925611	1	0.665	1	1	1	1	1	0.95479	1	1	1	1	0
PQBP1	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OR1C1	29	No	N/A	No	1	1	1	1	0.992	1	1	1	1	1	0.95563	1	1	1	1	0
BAP1	13	No	TSG	Missense somatic drivers in other tissues	0.4456517	0.0265263487167201	0.0634165244918	1	0.797	1	1	1	1	1	1	1	0.173986996354506	1	1	1
CAPN3	7	No	N/A	No	0.5059805	1	0.100384925611	1	0.896	1	1	1	1	1	1	1	0.159865299629618	1	1	0
ENTPD7	6	No	N/A	No	0.7904588	0.973369431085905	1	1	0.344	1	1	1	1	1	0.976418	1	1	1	1	0
TBXAS1	12	No	N/A	No	0.2675434	1	0.137798603258	1	0.2	1	1	1	1	1	0.921806	1	1	1	1	0
UNC5A	27	No	N/A	No	0.2495126	1	1	1	0.565	1	1	1	1	1	0.851005	1	1	1	1	0
MCM4	11	No	N/A	No	0.3386645	0.00655042771794218	1	1	0.0593	0.829459497731231	1	1	1	1	0.826273	1	0.00148513106627426	1	1	2
PRDM11	8	No	N/A	No	0.598601	1	1	1	0.914	1	1	1	1	1	1	1	1	1	1	0
PTPRS	15	No	N/A	No	0.6144557	0.058510697154058	1	1	0.184	1	1	1	1	1	0.853347	1	1	1	1	0
C12orf5	5	No	N/A	No	0.6126968	1	0.0107520760273	1	0.974	1	1	1	1	1	1	1	1	1	1	1
ZNF816	11	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.094285029117898	1	1	0
ATP5C1	6	No	N/A	No	0.8921075	1	1	1	0.996	1	1	1	1	1	1	1	0.146377517469313	1	1	0
ZNF521	66	No	Unk	Other somatic drivers in other tissues	4.898449e-05	0.338278541404223	0.509753857105	1	0.887	1	1	1	1	1	0.891795	1	0.174190319360656	1	1	1
SLC10A5	5	No	N/A	No	0.9578475	1	1	1	0.692	1	1	1	1	1	1	1	1	1	1	0
RP11-404P21.8	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF451	14	No	N/A	No	1	0.404225058440483	1	1	0.341	1	1	1	1	1	1	1	0.0151717301888217	1	1	1
TMPRSS11F	16	No	N/A	No	0.01226422	1	1	1	0.135	1	1	1	1	1	0.924518	1	1	1	1	1
TEX15	58	No	N/A	No	0.055468	1	1	1	0.137	1	1	1	1	1	1	1	1	1	1	0
SRPR	9	No	N/A	No	1	1	1	1	0.396	1	1	1	1	1	1	1	1	1	1	0
C3orf58	7	No	N/A	No	0.6327946	0.43878129679908	0.0481132733808	1	0.125	1	1	1	1	1	1	1	1	1	1	1
AP1M2	5	No	N/A	No	0.2347149	1	1	1	0.2	1	1	1	1	1	1	1	1	1	1	0
TRAIP	16	No	N/A	No	0.1899632	1	1	1	0.492	1	1	1	1	1	1	1	1	1	1	0
ZFP112	25	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KRTAP10-12	6	No	N/A	No	0.5650756	1	1	1	0.107	1	1	1	1	1	1	1	1	1	1	0
OCEL1	5	No	N/A	No	0.792554	0.613785888981528	1	1	0.274	1	1	1	1	1	1	1	1	1	1	0
PER2	10	No	N/A	No	1	1	0.204009720262	1	0.931	1	1	1	1	1	1	1	1	1	1	0
KMO	11	No	N/A	No	1	1	1	1	0.341	1	1	1	1	1	0.963323	1	1	1	1	0
KRTAP10-6	11	No	N/A	No	0.03521863	1	1	1	0.621	1	1	1	1	1	1	1	1	1	1	1
DEPTOR	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ARID4A	14	No	N/A	No	0.1449741	0.323124232893208	1	1	0.607	1	1	1	1	1	1	1	1	1	1	0
PAGE5	5	No	N/A	No	0.2714165	1	1	1	0.745	1	1	1	1	1	1	1	1	1	1	0
VPS8	8	No	N/A	No	1	0.859700775662138	1	1	0.571	0.916656422418852	1	1	1	1	1	1	1	1	1	0
ETV6	5	No	Unk	Other somatic drivers in other tissues	1	0.338278541404223	1	1	0.00171	1	1	1	1	1	1	1	1	1	1	1
SETD4	5	No	N/A	No	0.6537064	0.518509960260978	1	1	0.429	1	1	1	1	1	1	1	1	1	1	0
RP11-144F15.1	24	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PLCB1	55	No	N/A	No	5.545975e-08	0.0607530698524343	0.368918797424	1	0.808	1	1	1	1	1	0.740921	1	0.161838482483223	1	1	1
ACTRT2	11	No	N/A	No	0.5680111	1	1	1	0.948	1	1	1	1	1	0.906222	1	1	1	1	0
VPS53	6	No	N/A	No	1	1	1	1	0.947	1	1	1	1	1	1	1	1	1	1	0
OR8B12	12	No	N/A	No	0.1529277	1	1	1	0.808	1	1	1	1	1	1	1	1	1	1	0
TMEM120B	5	No	N/A	No	0.9274715	1	1	1	0.158	1	1	1	1	1	1	1	1	1	1	0
CRY2	6	No	N/A	No	0.9231891	1	1	1	0.253	1	1	1	1	1	0.826273	1	1	1	1	0
GOLIM4	14	No	N/A	No	0.8026868	1	1	1	0.973	1	1	1	1	1	1	1	1	1	1	0
PLAT	11	No	N/A	No	1	1	0.0301408657406	1	0.555	1	1	1	1	1	0.827809	1	1	1	1	1
CYB5D1	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KIAA1468	12	No	N/A	No	1	0.628599568731431	0.22129056329	1	0.763	1	1	1	1	1	1	1	1	1	1	0
ARSI	10	No	N/A	No	0.1198229	1	1	1	0.49	1	1	1	1	1	0.997626	1	1	1	1	0
SLTM	11	No	N/A	No	0.6963599	1	1	1	0.696	1	1	1	1	1	1	1	1	1	1	0
KIF14	14	No	N/A	No	0.9332249	1	1	1	0.622	0.181176296310937	1	1	1	1	1	1	0.191398046396397	1	1	0
FAM46D	13	No	N/A	No	0.847025	1	1	1	0.771	1	1	1	1	1	1	1	1	1	1	0
STOX1	11	No	N/A	No	0.4444846	1	1	1	0.79	1	1	1	1	1	1	1	1	1	1	0
CCDC102B	10	No	N/A	No	1	1	1	1	0.344	1	1	1	1	1	1	1	1	1	1	0
POU3F2	5	No	N/A	No	1	1	1	1	0.614	1	1	1	1	1	1	1	1	1	1	0
TTLL8	6	No	N/A	No	0.5774393	1	1	1	0.543	1	1	1	1	1	1	1	1	1	1	0
NFATC2	15	No	Unk	Other somatic drivers in other tissues	0.7320075	1	1	1	0.311	1	1	1	1	1	1	1	0.167041006540616	1	1	0
RETSAT	11	No	N/A	No	0.3177955	1	0.204009720262	1	0.572	1	1	1	1	1	0.740921	1	1	1	1	0
LEPR	30	No	N/A	No	0.0611127	0.86573251716779	0.388776546124	1	0.481	0.957848426647707	1	1	1	1	0.806521	1	1	1	1	0
GRM6	18	No	N/A	No	1	1	1	1	0.0724	1	1	1	1	1	0.940696	1	1	1	1	0
WDFY4	11	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TMCC1	7	No	N/A	No	1	1	1	1	0.838	1	1	1	1	1	1	1	1	1	1	0
MYO18B	57	No	N/A	No	1	1	1	1	0.536	1	1	1	1	1	0.939141	1	1	1	1	0
RP11-762I7.5	13	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GRB10	12	No	N/A	No	1	1	0.22129056329	1	0.871	1	1	1	1	1	1	1	0.214573130166063	1	1	0
STON2	16	No	N/A	No	0.5174675	1	0.296129069535	1	0.142	0.998810168667011	1	1	1	1	1	1	0.119271819705989	1	1	0
OR5K4	10	No	N/A	No	0.9903751	1	1	1	0.277	1	1	1	1	1	0.924518	1	1	1	1	0
FAM69A	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SNTG1	67	No	N/A	No	5.403969e-10	1	1	1	0.618	1	1	1	1	1	0.89591	1	1	1	1	1
FAM71B	33	No	N/A	No	0.0247163	1	1	1	0.659	1	1	1	1	1	1	1	1	1	1	1
SP6	5	No	N/A	No	0.6845197	1	1	1	0.146	1	1	1	1	1	1	1	0.137542558179065	1	1	0
LRRC8C	10	No	N/A	No	0.377501	1	1	1	0.945	1	1	1	1	1	1	1	1	1	1	0
MFAP1	6	No	N/A	No	0.5910278	0.95863416388095	1	1	0.404	1	1	1	1	1	1	1	0.129159992665317	1	1	0
DISC1	12	No	N/A	No	1	1	1	1	0.827	1	1	1	1	1	1	1	1	1	1	0
EFCAB12	16	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CENPI	13	No	N/A	No	0.002365491	1	1	1	0.129	1	1	1	1	1	1	1	1	1	1	1
SERPINB7	16	No	N/A	No	0.008458707	1	1	1	0.192	1	1	1	1	1	0.964478	1	1	1	1	1
DEFB118	6	No	N/A	No	1	1	1	1	0.00153	1	1	1	1	1	1	1	1	1	1	1
C7orf66	5	No	N/A	No	0.5439142	1	1	1	0.731	1	1	1	1	1	1	1	1	1	1	0
OR4N4	27	No	N/A	No	1	1	1	0.0001564707	0.939	1	1	1	1	1	0.780676	1	1	1	1	1
OR10K1	16	No	N/A	No	0.001094286	1	1	1	0.748	1	1	1	1	1	0.853347	1	1	1	1	1
PCSK1	12	No	N/A	No	0.152811	1	1	1	0.451	1	1	1	1	1	1	1	1	1	1	0
RTEL1-TNFRSF6B	13	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
WBSCR27	6	No	N/A	No	0.5409625	1	1	1	0.626	1	1	1	1	1	1	1	1	1	1	0
CA14	6	No	N/A	No	0.6856975	1	1	1	0.566	1	1	1	1	1	1	1	1	1	1	0
MEGF10	31	No	N/A	No	0.9455438	1	1	1	0.197	1	1	1	1	1	0.931822	1	1	1	1	0
PRTG	14	No	N/A	No	0.8113621	1	1	1	0.27	1	1	1	1	1	0.794318	1	1	1	1	0
SLC6A8	7	No	N/A	No	1	1	1	1	0.296	1	1	1	1	1	0.967716	1	1	1	1	0
FANCG	7	No	Unk	Other germline drivers in other tissues	0.3120037	0.45243801643835	1	1	0.896	1	1	1	1	1	1	1	1	1	1	0
KLC1	10	No	N/A	No	1	1	1	1	0.0611	1	1	1	1	1	1	1	1	1	1	0
PPFIBP2	13	No	N/A	No	1	0.415972084116031	1	1	0.479	1	1	1	1	1	1	1	1	1	1	0
PHKA1	14	No	N/A	No	1	0.672648570912694	0.0107520760273	1	0.0532	1	1	1	1	1	1	1	1	1	1	1
MDK	13	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NSUN3	9	No	N/A	No	1	1	1	1	0.414	1	1	1	1	1	1	1	1	1	1	0
NEK5	11	No	N/A	No	0.6333649	1	1	1	0.63	1	1	1	1	1	1	1	1	1	1	0
TMEM39B	7	No	N/A	No	0.3257856	1	1	1	0.597	1	1	1	1	1	1	1	1	1	1	0
GDF10	19	No	N/A	No	5.051355e-05	1	1	1	0.756	1	1	1	1	1	0.687412	1	1	1	1	1
CYP2C18	7	No	N/A	No	1	1	1	1	0.646	1	1	1	1	1	1	1	1	1	1	0
CNTN3	32	No	N/A	No	0.5575029	1	1	1	0.554	1	1	1	1	1	0.939141	1	1	1	1	0
TIMP3	6	No	N/A	No	1	1	1	1	0.989	1	1	1	1	1	1	1	1	1	1	0
B3GNT9	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SCNN1D	7	No	N/A	No	0.2265224	1	1	1	0.547	1	1	1	1	1	1	1	1	1	1	0
PRDM1	8	No	Unk	Missense somatic drivers in other tissues	0.5252419	1	1	1	0.117	1	1	1	1	1	1	1	1	1	1	0
UBE4B	18	No	N/A	No	0.0380342	1	1	1	0.213	1	1	1	1	1	1	1	0.00125320855049003	1	1	2
AC003006.7	43	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C8orf33	7	No	N/A	No	0.5676049	0.951548011011841	0.0301408657406	1	0.239	1	1	1	1	1	1	1	1	1	1	1
MAGEH1	5	No	N/A	No	1	0.985282752321052	1	1	0.617	1	1	1	1	1	1	1	1	1	1	0
CAPN5	15	No	N/A	No	0.5073135	1	0.242974966049	1	0.261	0.402289415951614	1	1	1	1	0.975898	1	1	1	1	0
VAV1	8	No	N/A	No	1	1	1	1	0.138	1	1	1	1	1	0.904178	1	0.137542558179065	1	1	0
GPT	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PKN1	5	No	N/A	No	1	0.303861432172982	1	1	0.601	1	1	1	1	1	1	1	0.152858693272418	1	1	0
SLC17A8	19	No	N/A	No	0.6193171	1	1	1	0.345	1	1	1	1	1	1	1	1	1	1	0
STAM	11	No	N/A	No	0.1501624	0.872411216289986	1	1	0.0722	1	1	1	1	1	1	1	1	1	1	0
PMS2	7	No	Unk	Other germline drivers in other tissues	1	1	0.0634165244918	1	0.846	1	1	1	1	1	1	1	0.13300693790529	1	1	0
EGR1	6	No	N/A	No	0.385487	1	0.0301408657406	1	0.16	1	1	1	1	1	1	1	1	1	1	1
QTRT1	7	No	N/A	No	0.3170486	0.11261414637376	0.0634165244918	1	0.116	1	1	1	1	1	0.8686	1	0.031316656648328	1	1	1
DIP2A	16	No	N/A	No	0.1036676	0.667408339369985	1	1	0.28	1	1	1	1	1	0.826273	1	1	1	1	0
C1QL3	5	No	N/A	No	0.6816507	1	1	1	0.937	1	1	1	1	1	1	1	1	1	1	0
UCK2	10	No	N/A	No	0.01382875	1	1	1	0.0635	1	1	1	1	1	0.851184	1	1	1	1	1
ALS2CR12	7	No	N/A	No	1	1	1	1	0.654	1	1	1	1	1	1	1	1	1	1	0
RSF1	8	No	N/A	No	1	0.384799042482465	1	1	0.144	1	1	1	1	1	1	1	0.00809636948590055	1	1	1
EPB41	5	No	N/A	No	1	1	1	1	0.19	1	1	1	1	1	1	1	0.164093929075418	1	1	0
PCDH1	16	No	N/A	No	0.07281086	1	1	1	0.354	1	1	1	1	1	1	1	0.145343160619111	1	1	0
RAVER1	11	No	N/A	No	0.8816437	1	1	1	0.339	1	1	1	1	1	1	1	1	1	1	0
ISM1	6	No	N/A	No	1	1	1	1	0.297	1	1	1	1	1	1	1	1	1	1	0
ZNF483	7	No	N/A	No	1	1	1	1	0.00527	1	1	1	1	1	1	1	1	1	1	1
GLIPR1	12	No	N/A	No	0.2477105	1	1	1	0.814	0.998810168667011	1	1	1	1	0.837667	1	1	1	1	0
MCM10	9	No	N/A	No	1	0.750722276570711	0.100384925611	1	0.456	1	1	1	1	1	1	1	1	1	1	0
MYL6	6	No	N/A	No	1	0.650607479978156	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GRIA1	36	No	N/A	No	0.4909148	1	1	1	0.944	1	1	1	1	1	0.966547	1	1	1	1	0
