Gene	Tissue	NPat	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
AQP12A	luad	5	No	N/A	No	0.3148683	1	1	1	0.398	1	1	1	1	1	1	1	1	1	0.01204741	1
NOP16	luad	5	No	N/A	No	0.6196224	0.826726971236274	1	1	0.927	1	1	1	1	1	1	1	1	1	1	0
SUV420H1	luad	16	No	N/A	No	1	0.535832611562046	0.296129069535	1	0.017	1	1	1	1	1	0.985155	1	1	1	1	1
OR13C8	luad	14	No	N/A	No	0.1739496	1	1	1	0.604	1	1	1	1	1	0.813571	1	1	1	1	0
TRIM72	luad	11	No	N/A	No	1	1	1	0.001241966	0.329	1	1	1	1	1	0.826273	1	1	1	1	1
HERC6	luad	11	No	N/A	No	0.5391405	1	1	1	0.909	1	1	1	1	1	0.851184	1	1	1	1	0
PLA2G4F	luad	7	No	N/A	No	0.544439	1	1	1	0.588	1	1	1	1	1	1	1	1	1	1	0
MCCC1	luad	5	No	N/A	No	1	1	1	1	0.301	1	1	1	1	1	1	1	1	1	1	0
PSMD3	luad	9	No	N/A	No	0.3170486	1	1	1	0.0891	1	1	1	1	1	1	1	1	1	1	0
FAM115C	luad	5	No	N/A	No	1	0.047736824383844	1	1	0.19	1	1	1	1	1	1	1	1	1	1	1
AMBP	luad	5	No	N/A	No	0.8778224	1	1	1	0.978	1	1	1	1	1	1	1	1	1	1	0
SLC39A6	luad	14	No	N/A	No	0.01578918	0.800039325408189	0.242974966049	1	0.0564	1	1	1	1	1	1	1	1	1	1	1
BCMO1	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CCT8L2	luad	29	No	N/A	No	0.1192346	1	1	1	0.432	1	1	1	1	1	0.851184	1	1	1	1	0
FAM179A	luad	9	No	N/A	No	1	1	1	1	0.00438	1	1	1	1	1	1	1	1	1	1	1
TP73	luad	7	No	N/A	No	0.6856975	1	1	1	0.186	1	1	1	1	1	1	1	1	1	1	0
ZC3H18	luad	5	No	N/A	No	0.7882854	1	1	1	0.804	1	1	1	1	1	1	1	1	1	1	0
SMG7	luad	11	No	N/A	No	1	0.589105978030423	1	1	0.758	1	1	1	1	1	1	1	1	1	1	0
MATK	luad	8	No	N/A	No	0.5334369	1	1	1	0.333	1	1	1	1	1	1	1	0.155872626185575	1	1	0
CCDC28B	luad	12	No	N/A	No	1	1	1	1	0.928	1	1	1	1	1	1	1	1	1	1	0
RAB11FIP4	luad	8	No	N/A	No	0.05944991	0.58171667993133	1	1	0.627	1	1	1	1	1	1	1	1	1	1	0
KRTAP4-9	luad	14	No	N/A	No	1	1	1	7.922954e-10	0.217	1	1	1	1	1	1	0.007971	1	1	0.01912654	3
SOX3	luad	9	No	N/A	No	0.5182146	1	1	1.962447e-05	0.976	0.829706561348334	1	1	1	1	1	1	1	1	1	1
HADHB	luad	10	No	N/A	No	0.1098178	0.235079185847432	1	1	0.908	1	1	1	1	1	0.806521	1	0.155872626185575	1	1	0
OR1N1	luad	5	No	N/A	No	0.5975339	1	1	1	0.819	1	1	1	1	1	1	1	1	1	1	0
IRF8	luad	9	No	N/A	No	0.4639558	1	0.170584080939	1	0.267	1	1	1	1	1	1	1	1	1	1	0
PREX2	luad	35	No	N/A	No	0.2828792	1	1	1	0.787	0.996289524493976	1	1	1	1	0.851184	1	1	1	1	0
TACC1	luad	6	No	N/A	No	1	0.860380254603546	1	1	0.568	1	1	1	1	1	1	1	1	1	1	0
ITGA4	luad	42	No	N/A	No	1.773731e-07	0.496884749754431	0.389597728927	1	0.121	1	1	1	1	1	0.903224	1	0.203571890727358	1	1	1
THBS2	luad	35	No	N/A	No	0.09183393	0.48537298734769	1	1	0.143	1	1	1	1	1	0.534728	1	1	1	1	0
ARID5B	luad	9	No	N/A	No	1	1	1	1	0.831	1	1	1	1	1	1	1	1	1	1	0
AHSG	luad	9	No	N/A	No	0.1012789	1	1	1	0.811	1	1	1	1	1	1	1	1	1	1	0
CASQ1	luad	7	No	N/A	No	1	1	1	1	0.0768	1	1	1	1	1	0.740921	1	1	1	1	0
TRUB2	luad	5	No	N/A	No	1	1	1	1	0.994	1	1	1	1	1	1	1	1	1	1	0
SBF2	luad	16	No	N/A	No	1	0.00605281026021364	1	1	0.347	1	1	1	1	1	1	1	1	1	1	1
PITPNM1	luad	5	No	N/A	No	1	1	1	1	0.95	1	1	1	1	1	1	1	0.142779427012731	1	1	0
MMRN2	luad	8	No	N/A	No	1	1	1	1	0.862	1	1	1	1	1	1	1	1	1	1	0
ADRA1B	luad	8	No	N/A	No	0.08565831	1	1	1	0.315	1	1	1	1	1	0.846898	1	1	1	1	0
RBM46	luad	7	No	N/A	No	1	1	1	1	0.915	1	1	1	1	1	1	1	1	1	1	0
DNAH11	luad	72	No	N/A	No	1	1	1	1	0.466	1	1	1	1	1	0.711575	1	1	1	1	0
PENK	luad	10	No	N/A	No	0.6792536	1	1	1	0.301	1	1	1	1	1	1	1	1	1	1	0
BTNL3	luad	6	No	N/A	No	1	1	1	1	0.179	1	1	1	1	1	1	1	1	1	1	0
COLEC12	luad	14	No	N/A	No	0.08644508	1	1	1	0.806	1	1	1	1	1	1	1	1	1	1	0
GPR133	luad	18	No	N/A	No	0.4456517	1	1	1	0.228	1	1	1	1	1	1	1	1	1	1	0
PHF15	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DLG3	luad	7	No	N/A	No	1	0.720335999206547	1	1	0.657	1	1	1	1	1	1	1	1	1	1	0
TCP1	luad	7	No	N/A	No	1	0.90770532825063	1	1	0.364	1	1	1	1	1	1	1	1	1	1	0
OPN3	luad	20	No	N/A	No	1	1	1	1	0.104	1	1	1	1	1	1	1	1	1	1	0
TMEM119	luad	5	No	N/A	No	0.6100804	1	1	1	0.341	1	1	1	1	1	1	1	1	1	1	0
TFR2	luad	8	No	N/A	No	0.8106796	1	1	1	0.92	1	1	1	1	1	0.899606	1	1	1	1	0
ARFGEF2	luad	14	No	N/A	No	1	1	1	1	0.571	1	1	1	1	1	1	1	1	1	1	0
GABRB2	luad	10	No	N/A	No	1	1	1	1	0.847	1	1	1	1	1	0.727521	1	1	1	1	0
NAV2	luad	35	No	N/A	No	0.09496437	0.61200855622945	1	1	0.421	1	1	1	1	1	1	1	1	1	1	0
C16orf62	luad	8	No	N/A	No	1	1	1	1	0.276	1	1	1	1	1	1	1	1	1	1	0
TACR1	luad	5	No	N/A	No	1	1	1	1	0.805	1	1	1	1	1	1	1	1	1	1	0
TTC37	luad	15	No	N/A	No	0.4331769	1	0.242974966049	1	0.464	1	1	1	1	1	1	1	1	1	1	0
SLC6A7	luad	7	No	N/A	No	1	1	1	1	0.144	1	1	1	1	1	0.891633	1	1	1	1	0
HAVCR2	luad	12	No	N/A	No	0.2099301	1	0.22129056329	1	0.242	1	1	1	1	1	1	1	1	1	1	0
PTF1A	luad	5	No	N/A	No	0.1923451	1	1	1	0.0935	1	1	1	1	1	1	1	1	1	1	0
ZNF862	luad	15	No	N/A	No	1	1	1	1	0.655	1	1	1	1	1	1	1	1	1	1	0
SORCS2	luad	19	No	N/A	No	1	1	1	1	0.222	1	1	1	1	1	1	1	1	1	1	0
SOAT1	luad	8	No	N/A	No	0.2859193	1	1	1	0.74	1	1	1	1	1	1	1	1	1	1	0
DBH	luad	14	No	N/A	No	0.04260406	1	1	1	0.559	1	1	1	1	1	1	1	1	1	1	1
CD84	luad	8	No	N/A	No	1	1	1	1	0.0307	1	1	1	1	1	1	1	1	1	1	1
ZNF682	luad	8	No	N/A	No	0.7307645	1	1	1	0.579	1	1	1	1	1	1	1	1	1	1	0
IRX3	luad	8	No	N/A	No	0.235223	1	1	0.0004347404	0.772	0.661938415232441	1	1	1	1	1	1	1	1	1	1
CTD-2192J16.20	luad	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MSRB2	luad	6	No	N/A	No	0.0333389	0.999614042817049	1	1	0.436	1	1	1	1	1	1	1	1	1	1	1
TMEM104	luad	9	No	N/A	No	0.7922804	1	1	1	0.885	1	1	1	1	1	1	1	1	1	1	0
SLC26A3	luad	19	No	N/A	No	0.1126243	1	1	1	0.897	1	1	1	1	1	1	1	1	1	1	0
TEK	luad	9	No	N/A	No	1	1	1	1	0.611	1	0.777144562409215	1	1	1	1	1	1	1	1	0
DNAJC14	luad	11	No	N/A	No	0.2539327	1	1	1	0.576	1	1	1	1	1	1	1	1	1	1	0
MYH8	luad	73	No	N/A	No	0.01543936	1	1	1	0.385	1	1	1	1	1	0.687412	1	0.0183334159599066	1	1	2
SPATA31E1	luad	34	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HOXA3	luad	27	No	N/A	No	0.0004553374	1	1	1	0.731	1	1	1	1	1	1	1	1	1	1	1
SIGLEC8	luad	18	No	N/A	No	0.005590951	1	1	1	0.678	1	1	1	1	1	0.966699	1	1	1	1	1
RP11-571M6.15	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CFL1	luad	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
BIVM	luad	8	No	N/A	No	1	1	0.0107520760273	1	0.608	1	1	1	1	1	1	1	1	1	1	1
OR5M9	luad	14	No	N/A	No	0.02661139	1	1	1	0.104	1	1	1	1	1	0.958365	1	1	1	1	1
PIGA	luad	6	No	N/A	No	0.8312301	1	1	1	0.581	1	1	1	1	1	0.924518	1	1	1	1	0
HTRA4	luad	11	No	N/A	No	0.3439969	1	1	1	0.017	1	1	1	1	1	0.817598	1	1	1	1	1
CLCN3	luad	11	No	N/A	No	0.5708285	1	1	1	0.39	1	1	1	1	1	1	1	1	1	1	0
LSR	luad	8	No	N/A	No	1	1	1	1	0.579	1	1	1	1	1	1	1	0.00332007845737491	1	1	1
RBM23	luad	5	No	N/A	No	1	0.244313451834429	1	1	0.0702	1	1	1	1	1	1	1	1	1	1	0
ZNF595	luad	7	No	N/A	No	1	1	0.00265841661416	0.0001596635	0.281	1	1	1	1	1	0.740921	1	1	1	1	2
PSMC3IP	luad	6	No	N/A	No	1	1	1	1	0.549	1	1	1	1	1	1	1	1	1	1	0
FNBP1	luad	5	No	Unk	Other somatic drivers in other tissues	1	1	1	1	0.833	1	1	1	1	1	1	1	0.177956616544036	1	1	0
TDP1	luad	14	No	N/A	No	1	1	1	1	0.898	1	1	1	1	1	0.846898	1	1	1	1	0
KRTAP19-7	luad	7	No	N/A	No	0.2682269	1	1	1	0.746	1	1	1	1	1	1	1	1	1	1	0
TFPI2	luad	6	No	N/A	No	1	1	1	1	0.0772	1	1	1	1	1	1	1	1	1	1	0
TTLL9	luad	11	No	N/A	No	0.6009636	1	1	1	0.649	1	1	1	1	1	0.855912	1	1	1	1	0
GRIK4	luad	25	No	N/A	No	0.918495	1	1	1	0.381	1	1	1	1	1	0.970632	1	1	1	1	0
C3AR1	luad	11	No	N/A	No	0.4160582	1	1	1	0.15	1	1	1	1	1	1	1	0.0805436465528419	1	0.002031438	1
CFH	luad	47	No	N/A	No	0.6741176	0.0148355984314525	0.34307086861	1	0.719	1	1	1	1	1	0.922257	1	1	1	1	1
TEX37	luad	14	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
UNC13D	luad	12	No	N/A	No	1	0.976245378567324	1	1	0.0849	1	1	1	1	1	1	1	1	1	1	0
TULP1	luad	6	No	N/A	No	0.3734839	1	1	1	0.852	1	1	1	1	1	1	1	1	1	1	0
FAR1	luad	5	No	N/A	No	1	1	1	1	0.797	1	1	1	1	1	1	1	1	1	1	0
PHLPP1	luad	10	No	N/A	No	1	1	1	1	0.197	1	1	1	1	1	1	1	1	1	1	0
GABRA1	luad	20	No	N/A	No	1	1	1	1	0.276	1	1	1	1	1	0.93069	1	1	1	1	0
ZNF630	luad	7	No	N/A	No	0.4044301	1	1	1	0.798	1	1	1	1	1	1	1	1	1	1	0
VPS39	luad	6	No	N/A	No	1	1	1	1	0.633	1	1	1	1	1	1	1	1	1	1	0
OR2H2	luad	7	No	N/A	No	0.4987148	1	1	1	0.637	1	1	1	1	1	0.918685	1	1	1	1	0
BBS5	luad	12	No	N/A	No	1	0.304236483677051	1	1	0.658	1	1	1	1	1	1	1	1	1	1	0
ZNF658	luad	16	No	N/A	No	1	1	1	1	0.24	1	1	1	1	1	1	1	1	1	1	0
CYP11B1	luad	27	No	N/A	No	1	1	1	1	0.21	1	1	1	1	1	0.89274	1	1	1	1	0
BFSP2	luad	8	No	N/A	No	0.7489634	1	1	1	0.497	1	1	1	1	1	1	1	1	1	1	0
EMC1	luad	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SAFB2	luad	8	No	N/A	No	1	0.552123040453058	1	1	0.466	1	1	1	1	1	1	1	0.152858693272418	1	1	0
FANCA	luad	9	No	Unk	Other germline drivers in other tissues	1	1	1	1	0.865	1	1	1	1	1	1	1	1	1	1	0
FAM84A	luad	8	No	N/A	No	0.8150407	1	1	1	0.0852	1	1	1	1	1	1	1	1	1	1	0
TSG101	luad	6	No	N/A	No	0.5439142	0.964230973553931	1	1	0.298	1	1	1	1	1	1	1	1	1	1	0
ADSS	luad	6	No	N/A	No	0.008856403	0.850480856836167	1	1	0.424	1	1	1	1	1	1	1	1	1	1	1
SMG8	luad	12	No	N/A	No	1	0.405027646176709	0.22129056329	1	1	1	1	1	1	1	1	1	0.0549233480563056	1	1	0
IMPDH1	luad	7	No	N/A	No	0.4093215	1	1	1	0.576	1	1	1	1	1	1	1	1	1	1	0
APC	luad	33	No	TSG	Missense somatic drivers in other tissues	0.01136864	0.127231623008826	0.380377583978	1	0.933	1	1	1	1	1	1	1	1	1	1	1
CNTF	luad	7	No	N/A	No	0.7507223	1	1	1	0.92	1	1	1	1	1	1	1	1	1	1	0
PARK2	luad	17	No	N/A	No	1	1	1	1	0.218	1	1	1	1	1	0.897019	1	1	1	1	0
REM1	luad	14	No	N/A	No	0.4741641	1	1	1	0.85	1	1	1	1	1	0.953733	1	1	1	1	0
NAIF1	luad	7	No	N/A	No	0.3663	1	1	1	0.174	1	1	1	1	1	1	1	1	1	1	0
NPBWR2	luad	8	No	N/A	No	0.2556636	1	1	1	0.0457	1	1	1	1	1	0.858454	1	1	1	0.002031438	2
KRT77	luad	6	No	N/A	No	1	1	1	1	0.106	1	1	1	1	1	1	1	0.135390165006993	1	1	0
SLITRK3	luad	45	No	N/A	No	1	1	1	1	0.609	1	1	1	1	1	0.990891	1	1	1	1	0
EGFL6	luad	11	No	N/A	No	0.1529277	1	1	1	0.852	1	1	1	1	1	1	1	1	1	1	0
KIAA1524	luad	8	No	N/A	No	1	1	1	1	0.114	1	1	1	1	1	1	1	0.195866466901918	1	1	0
OR2A5	luad	14	No	N/A	No	0.06409692	1	1	4.656003e-05	0.833	1	1	1	1	1	0.904178	1	1	1	1	1
BRWD1	luad	15	No	N/A	No	1	0.81348844748777	1	1	0.921	1	1	1	1	1	1	1	0.107152948872318	1	1	0
LRRC42	luad	5	No	N/A	No	1	1	1	1	0.384	1	1	1	1	1	1	1	1	1	1	0
ALPK1	luad	27	No	N/A	No	0.001601875	0.56135822268804	0.322418394372	1	0.192	1	1	1	1	1	1	1	1	1	1	1
FRMPD2	luad	19	No	N/A	No	0.8031038	1	1	1	0.238	1	1	1	1	1	1	1	1	1	1	0
MMP16	luad	50	No	N/A	No	0.7932307	1	1	1	0.162	1	1	1	1	1	0.755148	1	1	1	1	0
ZCCHC6	luad	6	No	N/A	No	1	1	1	1	0.657	1	1	1	1	1	1	1	1	1	1	0
OR52D1	luad	6	No	N/A	No	0.7494597	1	1	1	0.81	1	1	1	1	1	0.816222	1	1	1	1	0
FAM83E	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PDE5A	luad	8	No	N/A	No	1	1	1	1	0.0487	1	1	1	1	1	1	1	1	1	1	1
SRD5A3	luad	5	No	N/A	No	0.7723033	1	1	1	0.382	1	1	1	1	1	1	1	1	1	1	0
DNAAF1	luad	20	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GNG2	luad	6	No	N/A	No	3.339349e-05	0.18308712521571	1	1	0.912	1	1	1	1	1	1	1	1	1	1	1
PAQR8	luad	5	No	N/A	No	0.8163953	0.409557970736616	1	1	0.0323	1	1	1	1	1	1	1	1	1	1	1
GTF3C4	luad	5	No	N/A	No	1	1	1	1	0.00285	1	1	1	1	1	1	1	0.0258640765920554	1	1	2
TCF23	luad	11	No	N/A	No	1.659063e-05	1	1	1	0.952	1	1	1	1	1	1	1	1	1	1	1
PCYT1A	luad	8	No	N/A	No	1	1	1	1	0.131	1	1	1	1	1	1	1	1	1	1	0
ZFP42	luad	14	No	N/A	No	0.2821578	1	1	1	0.299	1	1	1	1	1	0.92874	1	1	1	1	0
RP11-468E2.6	luad	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MFN2	luad	6	No	N/A	No	0.3483974	0.0269320375343049	1	1	0.182	1	1	1	1	1	1	1	0.139224445318337	1	1	1
RSPO1	luad	10	No	N/A	No	0.04300167	1	1	1	0.605	1	1	1	1	1	1	1	1	1	1	1
SARS2	luad	15	No	N/A	No	1	1	1	1	0.654	1	1	1	1	1	1	1	1	1	1	0
IPO7	luad	9	No	N/A	No	1	1	1	1	0.42	1	1	1	1	1	1	1	1	1	1	0
BACH1	luad	10	No	N/A	No	0.2361763	0.908070562080388	1	1	0.86	1	1	1	1	1	1	1	1	1	1	0
KIF2C	luad	8	No	N/A	No	0.5317878	0.183796290679836	1	1	0.142	1	1	1	1	1	1	1	1	1	1	0
C20orf85	luad	8	No	N/A	No	1	1	1	1	0.608	1	1	1	1	1	1	1	1	1	1	0
UMOD	luad	22	No	N/A	No	0.04968644	1	1	1	0.0327	1	1	1	1	1	0.940867	1	1	1	1	2
CRELD2	luad	5	No	N/A	No	0.7962729	1	1	1	0.0829	1	1	1	1	1	1	1	1	1	1	0
AHNAK2	luad	111	No	N/A	No	1	1	0.400900855178	1	0.175	1	1	1	1	1	1	1	0.00356328694389321	1	1	1
CIDEB	luad	13	No	N/A	No	1	1	1	1	0.243	1	1	1	1	1	1	1	1	1	1	0
BTNL9	luad	5	No	N/A	No	1	1	1	1	0.0978	1	1	1	1	1	1	1	1	1	1	0
OTOP2	luad	16	No	N/A	No	0.578999	1	1	1	0.274	1	1	1	1	1	1	1	1	1	1	0
CADM1	luad	7	No	N/A	No	1	1	1	1	0.629	1	1	1	1	1	0.936477	1	1	1	1	0
C22orf42	luad	6	No	N/A	No	0.5085692	1	1	1	0.958	1	1	1	1	1	1	1	1	1	1	0
TNFAIP3	luad	6	No	Unk	Other somatic drivers in other tissues	1	1	1	1	0.846	1	1	1	1	1	1	1	1	1	1	0
AC004076.9	luad	15	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ANKRD50	luad	12	No	N/A	No	1	1	1	1	0.724	1	1	1	1	1	0.93198	1	1	1	1	0
BCLAF1	luad	45	No	N/A	No	0.295175	1	0.183370316905	1	0.957	1	1	1	1	1	1	1	0.20142414806763	1	1	0
CARD11	luad	34	No	OG	Missense somatic drivers in other tissues	0.2682269	1	0.338389377397	1	0.544	1	1	1	1	1	0.826273	1	0.159545934604484	1	1	0
OR2G2	luad	34	No	N/A	No	5.051355e-05	1	1	1	0.368	1	1	1	1	1	1	1	1	1	1	1
KCNQ5	luad	11	No	N/A	No	0.5375501	1	1	1	0.0606	1	1	1	1	1	1	1	1	1	1	0
CEP57L1	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DNAJC2	luad	6	No	N/A	No	1	1	1	1	0.0876	1	1	1	1	1	1	1	1	1	1	0
PGLYRP4	luad	8	No	N/A	No	0.06409692	1	1	1	0.315	1	1	1	1	1	1	1	1	1	1	0
STAR	luad	5	No	N/A	No	1	1	1	1	0.689	1	1	1	1	1	1	1	1	1	1	0
CECR1	luad	9	No	N/A	No	1	1	1	1	0.668	1	1	1	1	1	0.92874	1	1	1	1	0
ZNF772	luad	5	No	N/A	No	1	1	0.0301408657406	1	0.243	1	1	1	1	1	1	1	1	1	1	1
EEF1A1	luad	8	No	N/A	No	0.03689384	1	1	1	0.585	1	1	1	1	1	0.816222	1	0.198519558538479	1	1	1
NTHL1	luad	6	No	N/A	No	1	0.00427186022413354	0.0107520760273	1	1	1	1	1	1	1	0.74661	1	1	1	1	2
UBR3	luad	7	No	N/A	No	1	0.173038982610016	1	1	0.868	1	1	1	1	1	1	1	1	1	1	0
CLUAP1	luad	10	No	N/A	No	1	0.965977601681609	1	1	0.214	1	1	1	1	1	1	1	1	1	1	0
OIT3	luad	9	No	N/A	No	0.2089662	1	1	1	0.293	1	1	1	1	1	1	1	1	1	1	0
DAB2	luad	20	No	N/A	No	1	1	1	1	0.0809	1	1	1	1	1	1	1	0.106857212372979	1	1	0
CHDC2	luad	23	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MOCS1	luad	5	No	N/A	No	1	1	1	1	0.933	1	1	1	1	1	1	1	1	1	1	0
RP13-279N23.2	luad	25	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DOK6	luad	13	No	N/A	No	1	1	1	1	0.142	1	1	1	1	1	0.775086	1	1	1	1	0
HOGA1	luad	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OR52E2	luad	10	No	N/A	No	0.4002393	1	1	1	0.821	1	1	1	1	1	1	1	1	1	1	0
RALYL	luad	14	No	N/A	No	1	1	1	1	0.307	1	1	1	1	1	0.778504	1	0.14082963000022	1	1	0
OR2F2	luad	18	No	N/A	No	0.0003738001	1	1	1	0.711	1	1	1	1	1	0.92874	1	1	1	1	1
TSPYL2	luad	15	No	N/A	No	0.08641673	0.792849346723494	1	1	0.959	1	1	1	1	1	1	1	1	1	1	0
SH3RF1	luad	6	No	N/A	No	1	0.983862409058047	1	1	0.227	1	1	1	1	1	1	1	1	1	1	0
ORC2	luad	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GIF	luad	7	No	N/A	No	0.4749642	1	1	1	0.193	1	1	1	1	1	0.886839	1	1	1	1	0
ARHGAP6	luad	33	No	N/A	No	0.6484383	1	1	1	0.405	1	1	1	1	1	1	1	0.186161081751651	1	1	0
CDYL2	luad	7	No	N/A	No	0.9953122	1	1	1	0.403	1	1	1	1	1	1	1	1	1	1	0
LSAMP	luad	17	No	N/A	No	1	1	1	1	0.306	1	1	1	1	1	0.727521	1	1	1	1	0
OR8J1	luad	20	No	N/A	No	1	1	1	1.293333e-05	0.404	1	1	1	1	1	1	1	1	1	1	1
TNKS1BP1	luad	17	No	N/A	No	1	1	1	1	0.17	1	1	1	1	1	1	1	0.000793877477025357	1	1	1
POLR3GL	luad	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NOVA1	luad	19	No	N/A	No	0.1300153	1	1	1	0.482	1	1	1	1	1	0.831255	1	1	1	1	0
SAMD9	luad	37	No	N/A	No	0.0105959	0.465281305401933	0.44216309218	1	0.137	1	1	1	1	1	1	1	1	1	1	1
ATG13	luad	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ABI3	luad	12	No	N/A	No	0.01375657	1	1	1	0.637	1	1	1	1	1	1	1	1	1	1	1
PLD3	luad	10	No	N/A	No	1	1	1	1	0.00501	1	1	1	1	1	1	1	1	1	1	1
ATP8B1	luad	7	No	N/A	No	1	1	1	1	0.494	1	1	1	1	1	1	1	1	1	1	0
RELA	luad	5	No	N/A	No	1	1	1	1	0.872	1	1	1	1	1	1	1	0.0160487666101288	1	1	1
SYNE2	luad	74	No	N/A	No	2.750076e-06	0.0402916198803399	0.440841837159	1	0.0501	1	1	1	1	1	0.96459	1	0.036259337048677	1	1	3
COG1	luad	7	No	N/A	No	1	0.103736969273353	1	1	0.187	1	1	1	1	1	1	1	1	1	1	0
PKP1	luad	12	No	N/A	No	0.2360981	1	1	1	0.866	1	1	1	1	1	0.924518	1	0.0741833699022858	1	1	0
MCMDC2	luad	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ITIH6	luad	32	No	N/A	No	1	1	1	2.296133e-05	1	1	1	1	1	1	1	1	1	1	1	1
NT5C1B-RDH14	luad	14	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IFI35	luad	7	No	N/A	No	0.02383609	0.910222300167219	1	1	0.98	1	1	1	1	1	1	1	1	1	1	1
KIF1B	luad	25	No	N/A	No	0.675643	0.349158257139236	1	1	0.384	1	1	1	1	1	1	1	1	1	1	0
ENTPD7	luad	6	No	N/A	No	0.7904588	0.973369431085905	1	1	0.344	1	1	1	1	1	0.976418	1	1	1	1	0
C11orf74	luad	15	No	N/A	No	0.7282721	0.228892615957114	1	1	0.506	1	1	1	1	1	1	1	1	1	1	0
KCNH8	luad	47	No	N/A	No	0.3103361	1	1	1	0.593	1	1	1	1	1	0.958437	1	1	1	1	0
NPTX2	luad	11	No	N/A	No	0.08395115	1	1	1	0.428	1	1	1	1	1	0.846108	1	1	1	1	0
PBX3	luad	6	No	N/A	No	1	0.0585683929643455	1	1	0.271	1	1	1	1	1	1	1	1	1	1	0
HKR1	luad	14	No	N/A	No	0.5997208	0.0372216863527475	0.242974966049	1	0.0969	1	1	1	1	1	1	1	1	1	1	1
C1QTNF3	luad	8	No	N/A	No	1	1	1	1	0.468	1	1	1	1	1	1	1	1	1	1	0
FAM47C	luad	84	No	N/A	No	1	1	1	3.80621e-20	0.858	1	1	1	1	1	1	0.0005532	0.155872626185575	1	1	2
PCDHB15	luad	18	No	N/A	No	1	1	1	1	0.754	1	1	1	1	1	0.976906	1	1	1	1	0
SLC6A13	luad	12	No	N/A	No	0.3767219	1	1	1	0.611	1	1	1	1	1	0.434966	1	1	1	1	0
SPRR2G	luad	5	No	N/A	No	0.2663286	1	1	1	0.223	1	1	1	1	1	1	1	1	1	1	0
FAM134A	luad	6	No	N/A	No	0.9721275	0.155619222677643	1	1	0.843	1	1	1	1	1	1	1	0.131749567559382	1	1	0
SRR	luad	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MAATS1	luad	19	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MAST1	luad	17	No	N/A	No	1	1	1	6.281134e-05	0.353	1	1	1	1	1	1	1	0.0789210757926522	1	1	1
MGAT4C	luad	19	No	N/A	No	0.03056362	1	1	1	0.0244	1	1	1	1	1	1	1	1	1	1	2
AC040977.1	luad	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FCER1A	luad	9	No	N/A	No	1	1	1	1	0.565	1	1	1	1	1	1	1	1	1	1	0
CNTNAP2	luad	88	No	N/A	No	0.1730417	1	1	1	0.785	1	1	1	1	1	0.789492	1	1	1	1	0
TUT1	luad	10	No	N/A	No	1	1	1	1	0.906	1	1	1	1	1	1	1	0.0151717301888217	1	1	1
SHC3	luad	8	No	N/A	No	0.5641438	1	1	1	0.445	1	1	1	1	1	1	1	0.192220372369288	1	1	0
PSMB10	luad	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CHKA	luad	5	No	N/A	No	1	1	1	1	0.876	1	1	1	1	1	1	1	1	1	1	0
C4A	luad	9	No	N/A	No	1	0.926043669469044	1	1	1	1	1	1	1	1	1	1	1	1	1	0
